Вершина,Зависимое,Лемма вершины,Лемма зависимого,Форма вершины,Форма зависимого,Отношение,Гиперонимы вершины,Гиперонимы зависимого,HSWV,GSWV,Ярлык
803,талант,изобретателя,талант,изобретатель,Ncmsan,Ncmsgy,ATR,,,свойство_S,деятель_S,
804,договору,найма,договор,найм,Ncmsdn,Ncmsgn,ATR,,,организация_S,агент_S,
805,приобретения,жилья,приобретение,жилье,Ncnsgn,Ncnsgn,OB,,,организация_S,родственник_S,
806,знаком,льва,знак,лев,Ncmsin,Ncmsgn,ATR,,,предмет_S,деятель_S,
807,оформлении,документов,оформление,документ,Ncnsln,Ncmpgn,OB,,,организация_S,агент_S,
808,списка,контактов,список,контакт,Ncmsgn,Ncmpgn,ATR,,,группа_S,группа_S,
809,экране,устройства,экран,устройство,Ncmsln,Ncnsgn,WH,,,предмет_S,организация_S,
810,кнопка,звонка,кнопка,звонок,Ncfsnn,Ncmsgn,ATR,,,действие_S,родственник_S,
811,совершение,преступлений,совершение,преступление,Ncnsan,Ncnpgn,OB,,,действие_S,действие_S,
812,главой,аэропорта,глава,аэропорт,Ncmsiy,Ncmsgn,MB,,,агент_S,родственник_S,
813,страхованию,вкладов,страхование,вклад,Ncnsdn,Ncmsgn,OB,,,учреждение_S,учреждение_S,
814,производству,конструктора,производство,конструктор,Ncnsdn,Ncmsgn,OB,,,организация_S,деятель_S,
815,пресс-атташе,клуба,пресс-атташе,клуб,Ncmsny,Ncmsgn,MB,,,агент_S,организация_S,
816,подножию,памятника,подножие,памятник,Ncnsdn,Ncmsgn,WH,,,группа_S,деятель_S,
817,органов,дознания,орган,дознание,Ncmogn,Ncnsgn,ATR,,,учреждение_S,агент_S,
818,визите,проповедника,визит,проповедник,Ncmsgn,Ncmsgy,SAG,,,родственник_S,деятель_S,
819,учредителя,компании,учредитель,компания,Ncmsgy,Ncfsgn,OB',,,организация_S,группа_S,
820,забастовка,служащих,забастовка,служащий,Ncfsnn,Ncmpgy,SAG,,,организация_S,учреждение_S,
821,дверь,подъезда,дверь,подъезд,Ncfsnn,Ncmsgn,WH,,,человек_S,родственник_S,
822,приключений,шерлока,приключение,шерлок,Ncnpgn,Npmsgy,SAG,,,предмет_S,человек_S,
823,палату,парламента,палата,парламент,Ncfsan,Ncmsgn,WH,,,учреждение_S,организация_S,
824,ввода,законопроекта,ввод,законопроект,Ncmsgn,Ncmsgn,OB',,,действие_S,учреждение_S,
825,вмешательство,ес,вмешательство,ес,Ncnsan,Ncmsgn,SAG,,,действие_S,организация_S,
826,уровень,качества,уровень,качество,Ncmsan,Ncnsgn,PAR,,,учреждение_S,свойство_S,
827,день,гнева,день,гнев,Ncmsnn,Ncmsgn,ATR,,,группа_S,действие_S,
828,параметрах,бюджета,параметр,бюджет,Ncmpln,Ncmsgn,PAR,,,свойство_S,учреждение_S,
829,отмены,приказа,отмена,приказ,Ncfsgn,Ncmsgn,OB,,,действие_S,действие_S,
830,эры,телевидения,эра,телевидение,Ncfsgn,Ncnsgn,ATR,,,деятель_S,агент_S,
831,симуляции,сознания,симуляция,сознание,Ncfsgn,Ncnsgn,OB,,,свойство_S,свойство_S,
832,поддержке,депутата,поддержка,депутат,Ncfsln,Ncmsgy,SAG,,,организация_S,деятель_S,
833,экспертиза,малыша,экспертиза,малыш,Ncfsnn,Ncmsgy,OB,,,учреждение_S,человек_S,
834,предоставление,льгот,предоставление,льгота,Ncnsnn,Ncfpgn,OB,,,организация_S,учреждение_S,
835,костюме,зверя,костюм,зверь,Ncmsln,Ncmsgy,ATR,,,агент_S,человек_S,
836,брожение,пищи,брожение,пища,Ncnsnn,Ncfsgn,SPA,,,действие_S,предмет_S,
837,прокладку,трубы,прокладка,труба,Ncfsan,Ncfsgn,OB,,,свойство_S,организация_S,
838,ресурсы,работника,ресурс,работник,Ncmpan,Ncmsgn,POS,,,свойство_S,учреждение_S,
839,амплитуда,изменений,амплитуда,изменение,Ncfsnn,Ncnpgn,PAR,,,свойство_S,свойство_S,
840,проректор,школы,проректор,школа,Ncmsny,Ncfsgn,MB,,,учреждение_S,учреждение_S,
841,возврата,денег,возврат,деньги,Ncmsgn,Ncfpgn,OB,,,действие_S,родственник_S,
842,дочери,издателя,дочь,издатель,Ncfsly,Ncmsgy,KIN-SOC,,,родственник_S,агент_S,
843,учета,доходов,учет,доход,Ncmsgn,Ncmpgn,OB,,,организация_S,учреждение_S,
844,объемы,средств,объем,средство,Ncmpan,Ncnpgn,PAR,,,свойство_S,учреждение_S,
845,квалификации,персонала,квалификация,персонал,Ncfsgn,Ncmsgn,PAR,,,организация_S,учреждение_S,
846,сходы,граждан,сход,гражданин,Ncmpan,Ncmpgy,SAG,,,организация_S,человек_S,
847,представитель,истца,представитель,истец,Ncmsny,Ncmsgy,OB',,,деятель_S,родственник_S,
848,форуме,услуг,форум,услуга,Ncmsln,Ncfpgn,ATR,,,организация_S,учреждение_S,
849,поведение,звезды,поведение,звезда,Ncnsan,Ncfsgy,SAG,,,действие_S,человек_S,
850,срок,действия,срок,действие,Ncmsan,Ncnsgn,PAR,,,группа_S,действие_S,
851,надежности,компании,надежность,компания,Ncfsln,Ncfsgn,PAR,,,свойство_S,группа_S,
852,средство,платежа,средство,платеж,Ncnsan,Ncmsgn,ATR,,,учреждение_S,учреждение_S,
853,средств,получателя,средство,получатель,Ncnpgn,Ncmsgy,POS,,,учреждение_S,агент_S,
854,часть,доклада,часть,доклад,Ncfsan,Ncmsgn,WH,,,группа_S,организация_S,
855,ректор,мгу,ректор,мгу,Ncmsny,Ncmsgn,MB,,,учреждение_S,группа_S,
856,обзору,истории,обзор,история,Ncmsdn,Ncfsgn,OB,,,предмет_S,деятель_S,
857,зоны,торговли,зона,торговля,Ncfsgn,Ncfsgn,ATR,,,группа_S,организация_S,
858,исполнитель,роли,исполнитель,роль,Ncmsny,Ncfsgn,OB',,,человек_S,деятель_S,
859,производитель,микросхем,производитель,микросхема,Ncmsny,Ncfpgn,OB',,,деятель_S,свойство_S,
860,особенности,характера,особенность,характер,Ncfpan,Ncmsgn,PAR,,,свойство_S,свойство_S,
861,склад,ума,склад,ум,Ncmsan,Ncmsgn,PAR,,,учреждение_S,человек_S,
862,водитель,автомашины,водитель,автомашина,Ncmsny,Ncfsgn,OB',,,человек_S,агент_S,
863,состоянии,опьянения,состояние,опьянение,Ncnsln,Ncnsgn,ATR,,,свойство_S,действие_S,
864,правила,движения,правило,движение,Ncnpan,Nncsgn,ATR,,,предмет_S,действие_S,
865,рации,диспетчера,рация,диспетчер,Ncfsln,Ncmsgy,POS,,,агент_S,агент_S,
866,смещение,министра,смещение,министр,Ncnsnn,Ncmsgy,OB,,,действие_S,агент_S,
867,удостоверением,водолаза,удостоверение,водолаз,Ncnsin,Ncmsgy,ATR,,,агент_S,агент_S,
868,рассмотрения,представления,рассмотрение,представление,Ncnsgn,Ncnsgn,OB,,,действие_S,свойство_S,
869,устранение,нарушений,устранение,нарушение,Ncnsnn,Ncnpgn,OB,,,действие_S,действие_S,
870,соучредителем,кооператива,соучредитель,кооператив,Ncmsiy,Ncmsgn,OB',,,агент_S,организация_S,
871,рейде,порта,рейд,порт,Ncmsln,Ncmsgn,OB,,,агент_S,агент_S,
872,закладка,стен,закладка,стена,Ncfsnn,Ncfpgn,OB,,,действие_S,предмет_S,
873,обоснованность,проекта,обоснованность,проект,Ncfsnn,Ncmsgn,PAR,,,действие_S,организация_S,
874,захоронение,тела,захоронение,тело,Ncnsan,Ncnsgn,OB,,,действие_S,предмет_S,
875,оппонент,преемника,оппонент,преемник,Ncmsny,Ncmsgy,KIN-SOC,,,деятель_S,деятель_S,
876,преемника,президента,преемник,президент,Ncmsgy,Ncmsgy,KIN-SOC,,,деятель_S,деятель_S,
877,восстановления,гражданства,восстановление,гражданство,Ncnsgn,Ncnsgn,OB,,,организация_S,агент_S,
878,пользователь,твиттера,пользователь,твиттер,Ncmsny,Ncmsgn,OB',,,человек_S,агент_S,
879,монетизации,льгот,монетизация,льгота,Ncfsdn,Ncfpgn,OB,,,учреждение_S,учреждение_S,
880,выходкой,болельщика,выходка,болельщик,Ncfsin,Ncmsgy,SAG,,,действие_S,человек_S,
881,музей,фигур,музей,фигура,Ncmsnn,Ncfpgn,ATR,,,учреждение_S,свойство_S,
882,уникальность,роли,уникальность,роль,Ncfsnn,Ncfsgy,PAR,,,свойство_S,деятель_S,
883,сотрудник,мчс,сотрудник,мчс,Ncmsny,Ncmsgn,MB,,,агент_S,организация_S,
884,законность,пропажи,законность,пропажа,Ncfsnn,Ncnsgn,PAR,,,организация_S,родственник_S,
885,ведущего,телепередачи,ведущий,телепередача,Ncmsgy,Ncfsgn,OB',,,группа_S,агент_S,
,,,,,,,,,,родственник_S,родственник_S,
886,преследование,жертвы,преследование,жертва,,,OB,,,действие_S,человек_S,
887,темп,бега,темп,бег,,,PAR,,,действие_S,действие_S,
888,бега,льва,бег,лев,,,SAG,,,действие_S,деятель_S,
889,движению,талибов,движение,талиб,,,SAG,,,действие_S,агент_S,
890,возвращения,россиян,возвращение,россиянин,,,SAG,,,родственник_S,человек_S,
891,переезд,семьи,переезд,семья,,,SAG,,,действие_S,родственник_S,
892,сопровождении,медработника,сопровождение,медработник,,,SAG,,,группа_S,организация_S,
893,походы,олигархов,поход,олигарх,,,SAG,,,действие_S,деятель_S,
894,перехода,руководителя,переход,руководитель,,,SAG,,,действие_S,организация_S,
895,возвращения,россиян,возвращение,россиянин,,,SAG,,,родственник_S,человек_S,
896,эмиграцией,евреев,эмиграция,еврей,,,SAG,,,деятель_S,человек_S,
897,атаку,соперника,атака,соперник,,,SAG,,,действие_S,родственник_S,
898,приезде,курьера,приезд,курьер,,,SAG,,,родственник_S,агент_S,
899,ухода,рабочих,уход,рабочий,,,SAG,,,родственник_S,человек_S,
900,передвижении,людей,передвижение,человек,,,SAG,,,действие_S,человек_S,
901,вселении,писателя,вселение,писатель,,,SAG,,,действие_S,деятель_S,
902,возвращении,мать,возвращение,мать,,,SAG,,,родственник_S,родственник_S,
903,поклонения,волхвов,поклонение,волхв,,,SAG,,,предмет_S,деятель_S,
904,прыжком,врага,прыжок,враг,,,SAG,,,действие_S,агент_S,
905,полеты,пчел,полет,пчела,,,SAG,,,действие_S,человек_S,
906,отступления,оккупантов,отступление,оккупант,,,SAG,,,действие_S,агент_S,
907,возвращение,грачей,возвращение,грач,,,SAG,,,родственник_S,человек_S,
908,исполнении,ансамбля,исполнение,ансамбль,,,SAG,,,действие_S,группа_S,
909,приезды,отца,приезд,отец,,,SAG,,,родственник_S,родственник_S,
910,восхождения,правителя,восхождение,правитель,,,SAG,,,действие_S,деятель_S,
911,длительности,правления,длительность,правление,,,PAR,,,свойство_S,организация_S,
912,приходом,хозяина,приход,хозяин,,,SAG,,,действие_S,человек_S,
913,потеря,отца,потеря,отец,,,OB,,,родственник_S,родственник_S,
914,владения,графа,владение,граф,,,POS,,,родственник_S,родственник_S,
915,выселения,новобрачной,выселение,новобрачный,,,OB,,,действие_S,родственник_S,
916,продвижение,красных,продвижение,красных,,,SAG,,,действие_S,родственник_S,
917,отъезда,крестьянина,отъезд,крестьянин,,,SAG,,,родственник_S,человек_S,
918,краже,невесты,кража,невеста,,,OB,,,действие_S,родственник_S,
919,похищения,голова,похищение,голова,,,OB,,,агент_S,человек_S,
920,возвращения,зайца,возвращение,заяц,,,SAG,,,родственник_S,человек_S,
921,лай,собаки,лай,собака,,,SAG,,,организация_S,человек_S,
922,приближение,зайца,приближение,заяц,,,SAG,,,действие_S,человек_S,
923,пробега,зайца,пробег,заяц,,,SAG,,,группа_S,человек_S,
924,добывании,зайца,добывание,заяц,,,OB,,,организация_S,человек_S,
925,поимке,призраков,поимка,призрак,,,OB,,,агент_S,предмет_S,
926,посещения,станции,посещение,станция,,,OB,,,родственник_S,группа_S,
927,путешествие,автора,путешествие,автор,,,SAG,,,действие_S,человек_S,
928,приезд,дяди,приезд,дядя,,,SAG,,,родственник_S,родственник_S,
929,занятиях,родителей,занятие,родитель,,,SAG,,,предмет_S,родственник_S,
930,движениях,русских,движение,русский,,,SAG,,,действие_S,человек_S,
931,продвижение,противника,продвижение,противник,,,SAG,,,действие_S,агент_S,
932,стены,блиндажа,стена,блиндаж,,,WH,,,предмет_S,агент_S,
933,прогулок,командующего,прогулка,командующий,,,SAG,,,группа_S,действие_S,
934,полет,шмеля,полет,шмель,,,SAG,,,действие_S,учреждение_S,
935,залет,мухи,залет,муха,,,SAG,,,родственник_S,человек_S,
936,шагов,людей,шаг,человек,,,SAG,,,человек_S,человек_S,
937,натиском,боевиков,натиск,боевик,,,SAG,,,действие_S,агент_S,
938,покупку,техники,покупка,техника,,,OB,,,родственник_S,организация_S,
939,замену,персонала,замена,персонал,,,OB,,,действие_S,учреждение_S,
940,миграцию,клиентов,миграция,клиент,,,SAG,,,действие_S,агент_S,
941,прекращении,поставок,прекращение,поставка,,,OB,,,действие_S,действие_S,
942,подготовке,рубрики,подготовка,рубрика,,,OB,,,организация_S,предмет_S,
943,невыплате,зарплаты,невыплата,зарплата,,,OB,,,действие_S,человек_S,
944,перевозки,людей,перевозка,человек,,,OB,,,действие_S,человек_S,
945,вступлении,государыни,вступление,государыня,,,SAG,,,действие_S,родственник_S,
946,получения,чинов,получение,чин,,,OB,,,организация_S,агент_S,
947,возвращения,императора,возвращение,император,,,SAG,,,родственник_S,родственник_S,
948,добычи,газа,добыча,газа,,,OB,,,агент_S,агент_S,
949,рейдов,террористов,рейд,террорист,,,SAG,,,агент_S,агент_S,
950,просмотр,фильма,просмотр,фильм,,,OB,,,организация_S,деятель_S,
951,перезапуске,брака,перезапуск,брак,,,OB,,,агент_S,действие_S,
952,выставка,кошек,выставка,кошка,,,ATR,,,организация_S,человек_S,
953,поимку,киллеров,поимка,киллер,,,OB,,,агент_S,агент_S,
954,побег,солдат,побег,солдат,,,SAG,,,действие_S,человек_S,
955,эвакуацию,жителей,эвакуация,житель,,,OB,,,действие_S,человек_S,
956,опережением,графика,опережение,график,,,OB,,,предмет_S,предмет_S,
957,перепродажи,продуктов,перепродажа,продукт,,,OB,,,агент_S,предмет_S,
958,платежи,граждан,платеж,гражданин,,,OB,,,учреждение_S,человек_S,
959,выходу,пассажиров,выход,пассажир,,,SAG,,,действие_S,человек_S,
960,полет,стрижа,полет,стриж,,,SAG,,,действие_S,родственник_S,
961,вторжения,варваров,вторжение,варвар,,,SAG,,,действие_S,человек_S,
962,снабжения,солдат,снабжение,солдат,,,OB,,,организация_S,человек_S,
963,блеска,снега,блеск,снег,,,PAR,,,свойство_S,действие_S,
964,дезинформации,противника,дезинформация,противник,,,OB,,,агент_S,агент_S,
965,перенос,генов,перенос,ген,,,OB,,,действие_S,свойство_S,
966,фрагментов,геномов,фрагмент,геном,,,WH,,,группа_S,свойство_S,
967,комбинирования,фрагментов,комбинирование,фрагмент,,,OB,,,свойство_S,группа_S,
968,темп,накопления,темп,накопление,,,PAR,,,действие_S,свойство_S,
969,накопления,мутаций,накопление,мутация,,,OB,,,свойство_S,свойство_S,
970,обсуждение,результатов,обсуждение,результат,,,OB,,,действие_S,предмет_S,
971,уходов,воспитанников,уход,воспитанник,,,SAG,,,родственник_S,учреждение_S,
972,свержении,президента,свержение,президент,,,OB,,,действие_S,деятель_S,
973,музея,искусств,музей,искусство,,,ATR,,,учреждение_S,деятель_S,
974,качеством,сбора,качество,сбор,,,PAR,,,свойство_S,организация_S,
975,хранению,клеток,хранение,клетка,,,OB,,,действие_S,человек_S,
976,вторжение,призраков,вторжение,призрак,,,SAG,,,действие_S,предмет_S,
977,открытием,сезона,открытие,сезон,,,OB,,,деятель_S,группа_S,
978,нахождения,алмазов,нахождение,алмаз,,,OB,,,действие_S,свойство_S,
979,демонстрации,возможности,демонстрация,возможность,,,OB,,,действие_S,свойство_S,
980,обеспечением,судей,обеспечение,судья,,,OB,,,организация_S,деятель_S,
981,обретения,хозяина,обретение,хозяин,,,OB,,,действие_S,человек_S,
982,снятия,проклятия,снятие,проклятие,,,OB,,,действие_S,родственник_S,
983,хранительниц,очага,хранительница,очаг,,,OB',,,предмет_S,предмет_S,
984,кражу,вола,кража,вол,,,OB,,,действие_S,человек_S,
985,шествие,кошек,шествие,кошка,,,SAG,,,действие_S,человек_S,
986,угона,пленных,угон,пленный,,,OB,,,агент_S,человек_S,
987,прищура,начальника,прищур,начальник,,,PAR,,,агент_S,агент_S,
988,кинетику,сворачивания,кинетика,сворачивание,,,PAR,,,свойство_S,действие_S,
989,свойств,синаптотагмена,свойство,синаптотагмен,,,PAR,,,свойство_S,родственник_S,
990,мести,населения,месть,население,,,SAG,,,действие_S,человек_S,
991,бега,сторожей,бег,сторож,,,SAG,,,действие_S,агент_S,
992,скорость,бега,скорость,бег,,,PAR,,,свойство_S,действие_S,
993,раздача,слонов,раздача,слон,,,OB,,,организация_S,человек_S,
994,хождение,кролика,хождение,кролик,,,SAG,,,действие_S,человек_S,
995,содержимого,бумажника,содержимое,бумажник,,,WH,,,предмет_S,предмет_S,
996,дверь,подъезда,дверь,подъезд,,,WH,,,человек_S,родственник_S,
997,трат,жителей,трата,житель,,,SAG,,,действие_S,человек_S,
998,хищение,имущества,хищение,имущество,,,OB,,,организация_S,учреждение_S,
999,прозрачность,компаний,прозрачность,компания,,,PAR,,,свойство_S,группа_S,
1000,легализации,предприятий,легализация,предприятие,,,OB,,,организация_S,организация_S,
1001,цена,аренды,цена,аренда,,,PAR,,,предмет_S,агент_S,
1002,наездом,силовиков,наездом,силовик,,,SAG,,,родственник_S,агент_S,
1003,ходы,короля,ход,король,,,SAG,,,действие_S,агент_S,
1004,прыжку,тигрицы,прыжок,тигрица,,,SAG,,,действие_S,человек_S,
1005,выезд,старшины,выезд,старшина,,,SAG,,,действие_S,агент_S,
1006,чтении,писем,чтение,письмо,,,OB,,,предмет_S,родственник_S,
1007,оживлении,покойников,оживление,покойник,,,OB,,,действие_S,родственник_S,
1008,извлечением,потрохов,извлечение,потрохов,,,OB,,,свойство_S,родственник_S,
1009,поездки,молодоженов,поездка,молодожен,,,SAG,,,действие_S,родственник_S,
1010,бдительность,сапера,бдительность,сапер,,,PAR,,,организация_S,группа_S,
1011,неубедительности,аргументаций,неубедительность,аргументация,,,PAR,,,предмет_S,действие_S,
1012,танец,солистов,танец,солист,,,SAG,,,предмет_S,группа_S,
1013,волеизъявлению,избирателей,волеизъявление,избиратель,,,SAG,,,действие_S,человек_S,
1014,прогулку,первоклассников,прогулка,первоклассник,,,SAG,,,группа_S,предмет_S,
1015,бросок,защитника,бросок,защитник,,,SAG,,,действие_S,деятель_S,
1016,паломничество,туристов,паломничество,турист,,,SAG,,,действие_S,человек_S,
1017,налеты,рэкетиров-ментов,налет,рэкетир-мент,,,SAG,,,действие_S,родственник_S,
1018,вторжения,нарушителей,вторжение,нарушитель,,,SAG,,,действие_S,агент_S,
1019,сошествие,ангела,сошествие,ангел,,,SAG,,,деятель_S,человек_S,
1020,беготни,официанток,беготня,официантка,,,SAG,,,предмет_S,агент_S,
1021,звуков,тарелок,звук,тарелка,,,SAG,,,предмет_S,предмет_S,
1022,экспедиции,голландцев,экспедиция,голландец,,,SAG,,,группа_S,человек_S,
1023,толчок,ребенка,толчок,ребенок,,,SAG,,,действие_S,родственник_S,
1024,скачкой,старика,скачка,старик,,,SAG,,,действие_S,человек_S,
1025,марше,варваров,марш,варвар,,,SAG,,,действие_S,человек_S,
1026,поход,детей,поход,ребенок,,,SAG,,,действие_S,родственник_S,
1027,ходьбы,человека,ходьба,человек,,,SAG,,,человек_S,человек_S,
1028,высадки,союзников,высадка,союзник,,,SAG,,,действие_S,агент_S,
1029,потенциал,воли,потенциал,воля,,,PAR,,,свойство_S,действие_S,
1030,разум,человека,разум,человек,,,PAR,,,свойство_S,человек_S,
1031,высадка,астронавтов,высадка,астронавт,,,SAG,,,действие_S,агент_S,
1032,отбытие,матушки,отбытие,матушка,,,SAG,,,действие_S,родственник_S,
1033,снос,оси,снос,ось,,,SAG,,,действие_S,предмет_S,
1034,ухода,учителя,уход,учитель,,,SAG,,,родственник_S,родственник_S,
1035,побега,режиссера,побег,режиссер,,,SAG,,,действие_S,деятель_S,
1036,мычания,коров,мычание,корова,,,SAG,,,предмет_S,человек_S,
1037,рычание,шерифа,рычание,шериф,,,SAG,,,группа_S,агент_S,
1038,верещание,птиц,верещание,птица,,,SAG,,,учреждение_S,человек_S,
1039,пищание,комара,пищание,комар,,,SAG,,,учреждение_S,предмет_S,
1040,шипение,григория,шипение,григорий,Ncnsnn,Npmsgy,SAG,,,учреждение_S,деятель_S,
1041,ворчание,лейтенанта,ворчание,лейтенант,,,SAG,,,родственник_S,агент_S,
1042,вой,собаки,вой,собака,,,SAG,,,группа_S,человек_S,
1043,щебетание,птиц,щебетание,птица,,,SAG,,,свойство_S,человек_S,
1044,забастовками,служащий,забастовка,служащий,,,SAG,,,организация_S,учреждение_S,
1045,митингах,медиков,митинг,медик,,,SAG,,,организация_S,родственник_S,
1046,восстание,декабристов,восстание,декабрист,,,SAG,,,организация_S,родственник_S,
1047,собраниям,граждан,собрание,гражданин,,,SAG,,,организация_S,человек_S,
1048,встречи,штирлица,встреча,штирлиц,Ncfsgn,Npmsgy,SAG,,,действие_S,агент_S,
1049,встреча,участников,встреча,участник,,,SAG,,,действие_S,организация_S,
1050,гонки,пилотов,гонка,пилот,,,SAG,,,действие_S,агент_S,
1051,перемещениями,игроков,перемещение,игрок,,,SAG,,,действие_S,человек_S,
1052,капризы,екатерины,каприз,екатерина,,,,,,свойство_S,родственник_S,
1053,игра,актеров,игра,актер,,,,,,действие_S,человек_S,
1054,,,,,,,,,,родственник_S,родственник_S,
1055,,,,,,,,,,родственник_S,родственник_S,
1056,,,,,,,,,,родственник_S,родственник_S,
1057,,,,,,,,,,родственник_S,родственник_S,
1058,,,,,,,,,,родственник_S,родственник_S,
1059,,,,,,,,,,родственник_S,родственник_S,
1060,,,,,,,,,,родственник_S,родственник_S,
1061,,,,,,,,,,родственник_S,родственник_S,
1062,,,,,,,,,,родственник_S,родственник_S,
1063,,,,,,,,,,родственник_S,родственник_S,
1064,,,,,,,,,,родственник_S,родственник_S,
1065,,,,,,,,,,родственник_S,родственник_S,
1066,,,,,,,,,,родственник_S,родственник_S,
1067,,,,,,,,,,родственник_S,родственник_S,
1068,,,,,,,,,,родственник_S,родственник_S,
1069,,,,,,,,,,родственник_S,родственник_S,
1070,,,,,,,,,,родственник_S,родственник_S,
1071,,,,,,,,,,родственник_S,родственник_S,
1072,,,,,,,,,,родственник_S,родственник_S,
1073,,,,,,,,,,родственник_S,родственник_S,
1074,,,,,,,,,,родственник_S,родственник_S,
1075,,,,,,,,,,родственник_S,родственник_S,
1076,,,,,,,,,,родственник_S,родственник_S,
1077,,,,,,,,,,родственник_S,родственник_S,
1078,,,,,,,,,,родственник_S,родственник_S,
1079,,,,,,,,,,родственник_S,родственник_S,
1080,,,,,,,,,,родственник_S,родственник_S,
1081,,,,,,,,,,родственник_S,родственник_S,
1082,,,,,,,,,,родственник_S,родственник_S,
1083,,,,,,,,,,родственник_S,родственник_S,
1084,,,,,,,,,,родственник_S,родственник_S,
1085,,,,,,,,,,родственник_S,родственник_S,
1086,,,,,,,,,,родственник_S,родственник_S,
1087,,,,,,,,,,родственник_S,родственник_S,
1088,,,,,,,,,,родственник_S,родственник_S,
1089,,,,,,,,,,родственник_S,родственник_S,
1090,,,,,,,,,,родственник_S,родственник_S,
1091,,,,,,,,,,родственник_S,родственник_S,
1092,,,,,,,,,,родственник_S,родственник_S,
1093,,,,,,,,,,родственник_S,родственник_S,
1094,,,,,,,,,,родственник_S,родственник_S,
1095,,,,,,,,,,родственник_S,родственник_S,
1096,,,,,,,,,,родственник_S,родственник_S,
1097,,,,,,,,,,родственник_S,родственник_S,
1098,,,,,,,,,,родственник_S,родственник_S,
1099,,,,,,,,,,родственник_S,родственник_S,
1100,,,,,,,,,,родственник_S,родственник_S,
1101,,,,,,,,,,родственник_S,родственник_S,
1102,,,,,,,,,,родственник_S,родственник_S,
1103,,,,,,,,,,родственник_S,родственник_S,
1104,,,,,,,,,,родственник_S,родственник_S,
1105,,,,,,,,,,родственник_S,родственник_S,
1106,,,,,,,,,,родственник_S,родственник_S,
1107,,,,,,,,,,родственник_S,родственник_S,
1108,,,,,,,,,,родственник_S,родственник_S,
1109,,,,,,,,,,родственник_S,родственник_S,
1110,,,,,,,,,,родственник_S,родственник_S,
1111,,,,,,,,,,родственник_S,родственник_S,
1112,,,,,,,,,,родственник_S,родственник_S,
1113,,,,,,,,,,родственник_S,родственник_S,
1114,,,,,,,,,,родственник_S,родственник_S,
1115,,,,,,,,,,родственник_S,родственник_S,
1116,,,,,,,,,,родственник_S,родственник_S,
1117,,,,,,,,,,родственник_S,родственник_S,
1118,,,,,,,,,,родственник_S,родственник_S,
1119,,,,,,,,,,родственник_S,родственник_S,
1120,,,,,,,,,,родственник_S,родственник_S,
1121,,,,,,,,,,родственник_S,родственник_S,
1122,,,,,,,,,,родственник_S,родственник_S,
1123,,,,,,,,,,родственник_S,родственник_S,
1124,,,,,,,,,,родственник_S,родственник_S,
1125,,,,,,,,,,родственник_S,родственник_S,
1126,,,,,,,,,,родственник_S,родственник_S,
1127,,,,,,,,,,родственник_S,родственник_S,
1128,,,,,,,,,,родственник_S,родственник_S,
1129,,,,,,,,,,родственник_S,родственник_S,
1130,,,,,,,,,,родственник_S,родственник_S,
1131,,,,,,,,,,родственник_S,родственник_S,
1132,,,,,,,,,,родственник_S,родственник_S,
1133,,,,,,,,,,родственник_S,родственник_S,
1134,,,,,,,,,,родственник_S,родственник_S,
1135,,,,,,,,,,родственник_S,родственник_S,
1136,,,,,,,,,,родственник_S,родственник_S,
1137,,,,,,,,,,родственник_S,родственник_S,
1138,,,,,,,,,,родственник_S,родственник_S,
1139,,,,,,,,,,родственник_S,родственник_S,
1140,,,,,,,,,,родственник_S,родственник_S,
1141,,,,,,,,,,родственник_S,родственник_S,
1142,,,,,,,,,,родственник_S,родственник_S,
1143,,,,,,,,,,родственник_S,родственник_S,
1144,,,,,,,,,,родственник_S,родственник_S,
1145,,,,,,,,,,родственник_S,родственник_S,
1146,,,,,,,,,,родственник_S,родственник_S,
1147,,,,,,,,,,родственник_S,родственник_S,
1148,,,,,,,,,,родственник_S,родственник_S,
1149,,,,,,,,,,родственник_S,родственник_S,
1150,,,,,,,,,,родственник_S,родственник_S,
1151,,,,,,,,,,родственник_S,родственник_S,
1152,,,,,,,,,,родственник_S,родственник_S,
1153,,,,,,,,,,родственник_S,родственник_S,
1154,,,,,,,,,,родственник_S,родственник_S,
1155,,,,,,,,,,родственник_S,родственник_S,
1156,,,,,,,,,,родственник_S,родственник_S,
1157,,,,,,,,,,родственник_S,родственник_S,
1158,,,,,,,,,,родственник_S,родственник_S,
1159,,,,,,,,,,родственник_S,родственник_S,
1160,,,,,,,,,,родственник_S,родственник_S,
1161,,,,,,,,,,родственник_S,родственник_S,
1162,,,,,,,,,,родственник_S,родственник_S,
1163,,,,,,,,,,родственник_S,родственник_S,
1164,,,,,,,,,,родственник_S,родственник_S,
1165,,,,,,,,,,родственник_S,родственник_S,
1166,,,,,,,,,,родственник_S,родственник_S,
1167,,,,,,,,,,родственник_S,родственник_S,
1168,,,,,,,,,,родственник_S,родственник_S,
1169,,,,,,,,,,родственник_S,родственник_S,
1170,,,,,,,,,,родственник_S,родственник_S,
1171,,,,,,,,,,родственник_S,родственник_S,
1172,,,,,,,,,,родственник_S,родственник_S,
1173,,,,,,,,,,родственник_S,родственник_S,
1174,,,,,,,,,,родственник_S,родственник_S,
1175,,,,,,,,,,родственник_S,родственник_S,
1176,,,,,,,,,,родственник_S,родственник_S,
1177,,,,,,,,,,родственник_S,родственник_S,
